Unnamed: 0,FBPost,Label,clean_comment,sentiment_score,sentiment_label
530,I use mine while nursing at night with the built in light. It is great!,P,use mine nurs night built light great,1,Positive
531,I use mine while nursing at night with the built in light. It is great!,P,use mine nurs night built light great,1,Positive
532,"sew did Charles Darwin, read his Autobiography, before Amazon uses all the HARDCOPY for Kindle",O,sew charl darwin read autobiographi amazon use hardcopi kindl,1,Positive
533,I wish I wouldve had mine when my baby was nursing; it wouldve made reading MUCH simpler and wouldve allowed me to do more than sit there completely bored when I was trying to minimize noise and keep it dark for middle-of-the-night feedings.,N,wish wouldv mine babi nurs wouldv made read much simpler wouldv allow sit complet bore tri minim nois keep dark middl night feed,0,Negative
534,I do the same thing :),P,thing,1,Positive
535,i love my kindle.  i had to get a new purse to so my kindle fit.  now i can take it with me where ever.  I read on the elliptical on the recumbrant and while waiting for my kids at school.  I cant wait till Friday when i can use my kindle while waiting for our table to be ready at the resturant.  We are a 2 kindle house.  nice snuggling with my honey while we both read.,P,love kindl get new purs kindl fit take ever read ellipt recumbr wait kid school cant wait till friday use kindl wait tabl readi restur kindl hous nice snuggl honey read,1,Positive
536,i cant even read all of my Amazon self-published book..... Amazon controls access The Drive of Progress in Man,P,cant even read amazon self publish book amazon control access drive progress man,0,Negative
537,I do this with my son all the time.,O,son time,1,Positive
538,What built in light??? Thats my only complaint!! ,O,built light that complaint,1,Positive
539,ME TOO!! With a twin in each arm :),P,twin arm,0,Negative
540,"When Im fussy and unable to sleep (which, with stress, is often), I have my Kindle read to me! So much better than reading and putting down the book before Im truly ready to sleep.",N,im fussi unabl sleep stress often kindl read much better read put book im truli readi sleep,0,Negative
541,I am still learning about my Kindle and deciding if I like it better than real books..,P,still learn kindl decid like better real book,1,Positive
542,How come Nook geives its owner free Friday books?  How about it Kindle????,P,come nook geiv owner free friday book kindl,1,Positive
543,I would have loved to have had my kindle while nursing and rocking sick babies! I LOVE my Kindle and tell everyone about them!,P,would love kindl nurs rock sick babi love kindl tell everyon,1,Positive
544,"Get a kindle, download books instead of buying them.....SAVE A TREE!",O,get kindl download book instead buy save tree,1,Positive
545,Love my kindle!  My 3 year old loves it too so santa brought her the vtech v reader and we hang out together reading our readers!,P,love kindl year old love santa brought vtech v reader hang togeth read reader,1,Positive
546,How can i make the contrast darker on my kindle?,N,make contrast darker kindl,0,Negative
547,This is the whole reason I bought my kindle! I can feed and soothe my son while reading! Well worth the investment!,P,whole reason bought kindl feed sooth son read well worth invest,1,Positive
548,Really wish they had thia out 7 1/2 years ago..LOL,P,realli wish thia year ago lol,0,Negative
549,"I have been trying to figure out a way to read a book and walk on my treadmill.  Voila -- the Kindle makes it possible.  Now, if I read my Kindle while walking the time passes so quickly -- Im not ready to get off the treadmill so quickly, I always have to read one more page, then one more again and so on.",O,tri figur way read book walk treadmil voila kindl make possibl read kindl walk time pass quickli im readi get treadmil quickli alway read one page one,1,Positive
550,I did the samething with my Grandaughter,O,sameth grandaught,1,Positive
551,I love kindle..thinking of getting the larger size!,P,love kindl think get larger size,1,Positive
552,I love my kindle too,P,love kindl,1,Positive
553,I LOVE my kindle. Just got my awesome case w/ built in light yesterday! Love that too. =),P,love kindl got awesom case w built light yesterday love,1,Positive
554,I LOVE MY KINDLE!!!!!!!!!!!!!!!!!!!!!!!!!!,P,love kindl,1,Positive
555,I adore my Kindle. But I think its a pity Amazon dont disclose at purchase time the fact that they are going to refuse to see kindle books to non-American customers. In my country this would be misleading and deceptive conduct.,N,ador kindl think piti amazon dont disclos purchas time fact go refus see kindl book non american custom countri would mislead decept conduct,0,Negative
556,those annoying babies just insisting on being held! how selfish of them.,N,annoy babi insist held selfish,0,Negative
557,Love it!! I can hold my.children and read!!! Had it since v day 2010...have read 94 books and.counting!!! It.goes everywhere with me!!,P,love hold children read sinc v day read book count goe everywher,1,Positive
558,Love my kindle.  Fits in my purse and goes everywhere I go!,P,love kindl fit purs goe everywher go,1,Positive
559,I do the same thing with my baby. Kindle saved my sanity as a new mom :),P,thing babi kindl save saniti new mom,1,Positive
560,"Love my Kindle! I am reading Fifth Avenue. It was either free or 99cents. I have had my Kindle for 14 months. When I got it, the most expensive book was $9.99.  I did not mind paying that for favorite authors. I have 4 favorite authors coming out with new books this Spring and they are all $14.99. So, I will order these from my library. Ken folletts book came out this winter,$19.99. Seriously?? Ordered it from the library. I know this is the publishers and not Amazon. Netflicks says it will not mail out dvds starting in 2 years. I can see in time, Authors going directly to ebook formats and leaving publishers in the dust.",P,love kindl read fifth avenu either free cent kindl month got expens book mind pay favorit author favorit author come new book spring order librari ken follett book came winter serious order librari know publish amazon netflick say mail dvd start year see time author go directli ebook format leav publish dust,1,Positive
561,"im not in American and can download books with no problems, and so can my friends",O,im american download book problem friend,1,Positive
562,"I love my kindle, but... why cant a person hold a fussy baby with a book?  Two kids, one who refused to sleep unless held, a good 10 years before the kindle.",O,love kindl cant person hold fussi babi book two kid one refus sleep unless held good year kindl,0,Negative
563,Hard copy til the day I die. That way books I paid for wont disappear from my library on someones whim ;)I refuse to pay for things that I dont truly own.,N,hard copi til day die way book paid wont disappear librari someon whim refus pay thing dont truli,0,Negative
564,"I love reading my kindle and holding my favorite other thing in the whole wide world, my baby grandaughter Riley,  it is possible!",P,love read kindl hold favorit thing whole wide world babi grandaught riley possibl,1,Positive
565,"I can relate to this post : ) I actually took a picture of me reading my ""vintage"" first gen. kindle with my baby sleeping in my arms and a kitty on the armrest of the chair we were in :)",P,relat post actual took pictur read vintag first gen kindl babi sleep arm kitti armrest chair,1,Positive
566,Thats the reason I bought my kindle. :),P,that reason bought kindl,1,Positive
567,I echo this statement. I thank god for kindle. I just wish it had a light,P,echo statement thank god kindl wish light,1,Positive
568,Me too!! Oh the joys of mommyhood ;-),O,oh joy mommyhood,1,Positive
569,"@Kellie, get the cover with built in book.  Works great.  I got the red leather.",P,kelli get cover built book work great got red leather,1,Positive
570,I love my kindle.  Have had it for several years.  Can download quite a few free books,P,love kindl sever year download quit free book,1,Positive
571,"back in my day, I turned on music. Would have been glad to have had Kindles back then. LOL",P,back day turn music would glad kindl back lol,1,Positive
572,You could have held her and read a book too.  But I do love my Kindle!,P,could held read book love kindl,1,Positive
573,"My son got me mine for my birthday.  I was reluctant at first because I am a huge words on the page fan.  Since I started using it, I cant put it down...on the treadmill, waiting in the dentists office, while watching tv...I love it and my son is thrilled because I told him its the best gift!",P,son got mine birthday reluct first huge word page fan sinc start use cant put treadmil wait dentist offic watch tv love son thrill told best gift,1,Positive
574,"Dave, your old fashioned attitude is to your own detriment....but I guess thats your choice! Why are you making comment on this post - you have to like kindle in order to do so??? How strange!",O,dave old fashion attitud detriment guess that choic make comment post like kindl order strang,1,Positive
575,"@Kellie, built in book LIGHT!  Left the most important part out!",P,kelli built book light left import part,1,Positive
576,I read on my Kindle while donating blood platelets the other day.  I LOVE my new toy!,P,read kindl donat blood platelet day love new toy,1,Positive
577,I love my kindle!,P,love kindl,1,Positive
578,That is my new favorite thing about my Kindle.  I have read a lot in the 3 months since my son was born...wonderful!!!,P,new favorit thing kindl read lot month sinc son born wonder,1,Positive
579,I dont know why but I read faster with the kindle,O,dont know read faster kindl,0,Negative
580,"My wife does the same, but with Nook and I with Kindle. :D",P,wife nook kindl,1,Positive
581,"My wife does the same, but with Nook and I with Kindle. :D",P,wife nook kindl,1,Positive
582,Love my kindle!!!!,P,love kindl,1,Positive
583,"I ordered mine on Monday morning, cant wait!!",O,order mine monday morn cant wait,0,Negative
584,"I never leave home without me Kindle. Never know when I might be stranded somewhere, or have a long wait. Great for buses too.",P,never leav home without kindl never know might strand somewher long wait great buse,0,Negative
585,Thats what I do!!,O,that,1,Positive
586,Im in a love affair with my kindle. And I want to decorate him with skins!,P,im love affair kindl want decor skin,1,Positive
587,I do that all the time :),P,time,1,Positive
588,"Marion, dont be jealous of nooks ""Free Fridays"".  I have a nook as well as my Kindle.  The Free Friday books are RARELY new free offerings, they almost always pick a book thats been free for a while already and spotlight it on Friday.  Those of us who seek out the freebies dont get all excited on Fridays.  On the whole Amazon offers a lot more freebies than B&N.",P,marion dont jealou nook free friday nook well kindl free friday book rare new free offer almost alway pick book that free alreadi spotlight friday us seek freebi dont get excit friday whole amazon offer lot freebi b n,1,Positive
589,My kindle is a real keeper!,O,kindl real keeper,0,Negative
590,"Yes, you can hold a paper book and a baby at the same time, but its a heck of a lot easier to hold & read a Kindle.",P,ye hold paper book babi time heck lot easier hold read kindl,1,Positive
591,I wish I would have had one back in the day!!!,O,wish would one back day,0,Negative
592,"Does anyone know where I can enter to try to win a kindle,cant afford one,I really really really want a kindle!!!!",P,anyon know enter tri win kindl cant afford one realli realli realli want kindl,0,Negative
593,Yes me too.  I wish Id had a Kindle while I was flying solo on fussy baby nights.  :),N,ye wish id kindl fli solo fussi babi night,0,Negative
594,Nothing more perfect than a warm baby and warm snuggly baby.,P,noth perfect warm babi warm snuggli babi,1,Positive
595,"One of these works great on a Kindle and lets you hold it at a convenient angle hands-free, for only a few bucks: http://www.amazon.com/gp/product/B0045JNBNU",P,one work great kindl let hold conveni angl hand free buck http www amazon com gp product b jnbnu,1,Positive
596,While flying today I held my friends sleeping baby in one arm and read with my kindle in the other. It makes turning the pages so much easier. ,P,fli today held friend sleep babi one arm read kindl make turn page much easier,0,Negative
597,"While my kids watch Dora, I am indulging my Kindle fetish. I just LOVE my Kindle. My little girls love to help me, turn the page, while reading. Cant wait to try out some kids books, too.",P,kid watch dora indulg kindl fetish love kindl littl girl love help turn page read cant wait tri kid book,1,Positive
598,"While I like the Kindle in some situations, I have to say I managed to hold, rock and feed my kids just fine reading an actual book. I waited for them through sports practices and other activities with a book in hand or in my purse.  The Kindle is a nice invention but I  think the whole omission of books entirely has gotten out of hand. Are we suddenly incapable of turning a page but only dexterous enough to keep clicking an electronic tab? Its nice to have access to many books but I personally read only one at a time. I cant think of anywhere I cant bring along either my Kindle or a book. ",P,like kindl situat say manag hold rock feed kid fine read actual book wait sport practic activ book hand purs kindl nice invent think whole omiss book entir gotten hand suddenli incap turn page dexter enough keep click electron tab nice access mani book person read one time cant think anywher cant bring along either kindl book,0,Negative
599,Running on the treadmill goes by so much faster when I am reading my Kindle!,P,run treadmil goe much faster read kindl,0,Negative
600,"I agree, though sometimes she wakes up and asks me if I want to go antiquing tomorrow.",O,agre though sometim wake ask want go antiqu tomorrow,0,Negative
601,This also works if your 20 lb. cat insists on lap time!  I can still read my mysteries!,P,also work lb cat insist lap time still read mysteri,0,Negative
602,I read so much now i need some new authors any suggestions I love Terri black stock Jodi picoult dannielle steel Sandra brown Karen kings bury any ideas,P,read much need new author suggest love terri black stock jodi picoult danniel steel sandra brown karen king buri idea,0,Negative
603,And she couldnt hold a paper book? Huh?!,O,couldnt hold paper book huh,0,Negative
604,"I too have fibromyalgia as well as osteoarthritis in my hands.  It had literally gotten too painful to handle a book - since I got my kindle for christmas, Im able to finally do some reading.  I love my kindle!",P,fibromyalgia well osteoarthr hand liter gotten pain handl book sinc got kindl christma im abl final read love kindl,0,Negative
605,"That is sweet. Now, I want a baby to go with my Kindle.",P,sweet want babi go kindl,1,Positive
606,"My left arm is messed up from an accident (I am left handed). I practically had to give up reading which always has been my favorite pastime. Holding any book, keeping the pages opened hurt my arm really bad, it would ache and burn all the way up to my shoulder. Then one day I bought myself a Kindle and reading is no longer a pain. No more book to have to keep open, I dont even have to hold it. Yes, it is much different than holding onto a paperback",N,left arm mess accid left hand practic give read alway favorit pastim hold book keep page open hurt arm realli bad would ach burn way shoulder one day bought kindl read longer pain book keep open dont even hold ye much differ hold onto paperback,0,Negative
607,Loving the text to speech program reading books fast,P,love text speech program read book fast,1,Positive
608,Love my kindle too & have the free kindle app on iPhone. Just have to sync whichever you go on & it updates to where you left off. ,P,love kindl free kindl app iphon sync whichev go updat left,0,Negative
609,KINDLE ROCKS THE CRADLE!!,O,kindl rock cradl,1,Positive
610,"No bookstore is open in the middle of the night, or has free books, or reviews 24/7! I will bet that some of u folks still use carbon paper:) Its 2011 get with the times.",P,bookstor open middl night free book review bet u folk still use carbon paper get time,1,Positive
611,When I am on a crowded San Diego trolley I can hold on with one hand and hold on to my Kindle with the other and read!,N,crowd san diego trolley hold one hand hold kindl read,1,Positive
612,"when I was a teen, I read everyday.  Then raising a family I quit reading.  Now I have a Kindle and I am beginning to read a lot more. I really like having the ebooks better than paper books to have to find a place to store them.",P,teen read everyday rais famili quit read kindl begin read lot realli like ebook better paper book find place store,1,Positive
613,"I luvvvvvv my Kindle, that things stays in my purse cause I never know when Ill gt a chance to read.  Best gift my sons ever gave me.",P,luvvvvvv kindl thing stay purs caus never know ill gt chanc read best gift son ever gave,0,Negative
614,I think the people saying holding a paper book is just as easy as holding a kindle WHILE HOLDING A FUSSY BABY have not tried it both ways. My son will only nap on me and the Kindle makes it SOOO much easier. You can do it w/1 hand....not so easy w/ a thick book (especially turning pages). That is my FAVORITE part of owning a kindle bc my son is in my arms 24/7!!!,P,think peopl say hold paper book easi hold kindl hold fussi babi tri way son nap kindl make sooo much easier w hand easi w thick book especi turn page favorit part own kindl bc son arm,1,Positive
615,"My son suggested that I download the Bible on my Kindle, I love it!!",P,son suggest download bibl kindl love,1,Positive
616,My Kindle (which I got last Xmas) just went to Prague with me! It helps pass the time in the long airplane ride!,O,kindl got last xma went pragu help pass time long airplan ride,0,Negative
617,I got mine for valentines day..i love propping kindle @scott snider up against his back when we are in bed..easy page turning when we are spooning! Lol,P,got mine valentin day love prop kindl scott snider back bed easi page turn spoon lol,1,Positive
618,"When I am on my treadmill and cant hear TV because I am deaf, I can read my Kindle because I dont have turn hold a book and turn pages.  Makes the 30 minutes fly by.",O,treadmil cant hear tv deaf read kindl dont turn hold book turn page make minut fli,0,Negative
619,I did the same thing yesterday!! could never do that with a book.,O,thing yesterday could never book,0,Negative
620,Wish I had my kindle when my children were babies!,O,wish kindl children babi,0,Negative
621,My little one is the same way. Thats why I love my kindle : ),P,littl one way that love kindl,1,Positive
622,Who cares about a short power outage..I have my Kindle book light to show me the way in the dark......,O,care short power outag kindl book light show way dark,0,Negative
623,"When my son was a tiny baby (long time ago....hes 30) and would have the occasional late night fussy spell, I would bundle him in a cozy blanket and rock him and read to him what ever book I happened to be reading at the time.  The warmth and sound of the reading would always calm him down.  As a result, hes always been a book lover.   A Kindle can only make reading to or with an infant much easier......Read to your children........its sooooo important.....",P,son tini babi long time ago he would occasion late night fussi spell would bundl cozi blanket rock read ever book happen read time warmth sound read would alway calm result he alway book lover kindl make read infant much easier read children sooooo import,1,Positive
624,I sit with my grandson after tucking him in and enjoy the quiet and my kindle!,P,sit grandson tuck enjoy quiet kindl,1,Positive
625,"I find my eyes hurt after looking at the kindle screen for very long. I bought the official kindle light and it reflects off it. I cant imagine anyone being so ill prepared that they require an electronic ""book"" to have reading material available and would be last minute trying to find an open bookstore in the middle of the night. I donate my books as I read them to the library and less fortunate people who would like to read and are not able to purchase the kindle or the e-books to load onto it. I had no trouble raising kids without a kindle. Whatever enhancements it can add to the experience do not negate books entirely. A child would rather page through a colorful book and enjoy going back and forth to favorite pictures than a one page colorless screen. It may be 2011 but that doesnt make kindle available to or right for everyone. ",P,find eye hurt look kindl screen long bought offici kindl light reflect cant imagin anyon ill prepar requir electron book read materi avail would last minut tri find open bookstor middl night donat book read librari less fortun peopl would like read abl purchas kindl e book load onto troubl rais kid without kindl whatev enhanc add experi negat book entir child would rather page color book enjoy go back forth favorit pictur one page colorless screen may doesnt make kindl avail right everyon,0,Negative
626,"I do exactly the same thing... or play Every Word""",O,exactli thing play everi word,1,Positive
627,"Its the bomb at the gym-easy to keep in place on a treadmill or elliptical-no more trying to prop it open with a towel!  Its also so easy to turn pages.  Recently I had an actual book while on a treadmill and found myself just touching the corner of a page and wondering why it didnt work--no wait this was a book with paper pages, I actually had to turn the page, not just touch one corner.",P,bomb gym easi keep place treadmil ellipt tri prop open towel also easi turn page recent actual book treadmil found touch corner page wonder didnt work wait book paper page actual turn page touch one corner,1,Positive
628,"Here is my love declaration of the day : smoooooch my Kindle, you are the BEST !",P,love declar day smoooooch kindl best,1,Positive
629,My big issue is the grade of plastic used....it cracks without being forced in any way. Love Amazon for the gift vouchers and replacement though!,N,big issu grade plastic use crack without forc way love amazon gift voucher replac though,0,Negative
630,"You could also read a book. Dont get me wrong, I love my Kindle.",O,could also read book dont get wrong love kindl,0,Negative
631,Debbie no one forces you or others to purchase a kindle. I bought a $12 clip on light and it works fine. No reader wants to do away with books that are paper KINDLE offers another CHOICE.,P,debbi one forc other purchas kindl bought clip light work fine reader want away book paper kindl offer anoth choic,0,Negative
632,do that all the time,O,time,1,Positive
633,"Haha! I loved reading through these comments! I think what everyone is getting at - is that the Kindle shouldnt replace hard copy books entirely - it just provides a level of useflness that outdoes hard-copy books, hands down! Jogging on the treadmill, holding a baby, at the beach/in the water with a protective case, and then all the places and situations you could still read a regular book, but instead, youve got your WHOLE library, in 10oz and in one hand. Oh, not to mention you can bookmark, highlight, add notes, and you have a BUILT IN dictionary -- and you dont have to defile your book like you would your hard copy to put notes and highlights in. Hands down, the Kindle is better. How can anyone say it isnt better, when I can take my entire library, including my personal documents converted for free using my Kindle email/conversion process, everywhere I go - with a 3 week battery. I challenge anyone to carry your whole library with you for 3 weeks. Hehehehe!",O,haha love read comment think everyon get kindl shouldnt replac hard copi book entir provid level usefl outdo hard copi book hand jog treadmil hold babi beach water protect case place situat could still read regular book instead youv got whole librari oz one hand oh mention bookmark highlight add note built dictionari dont defil book like would hard copi put note highlight hand kindl better anyon say isnt better take entir librari includ person document convert free use kindl email convers process everywher go week batteri challeng anyon carri whole librari week heheheh,0,Negative
634,Trying hard to save to get one!,N,tri hard save get one,0,Negative
635,"One of the best things I have ever bought,dont know how I managed without it",P,one best thing ever bought dont know manag without,0,Negative
636,"Why read a kindle forum/ fb page if you dont like or dont want a kindle?? Yes there r pros and cons for paper books and e books, but this is the KINDLE facebook site - if ur against kindle/ e book readers why r u bothering with this site?? Is it me??! ",N,read kindl forum fb page dont like dont want kindl ye r pro con paper book e book kindl facebook site ur kindl e book reader r u bother site,0,Negative
637,"My oldest granddaughter saw a new paperback I just bought and asked ""what is this? I thought you only read your Kindle."" I laughed and told her it depended on price and which I could get cheaper. ",O,oldest granddaught saw new paperback bought ask thought read kindl laugh told depend price could get cheaper,1,Positive
638,"One of the better investments I made for myself. Plus I got to read my Nieces book, Wind In The Grasses Dancing.  Check it out. Very afordable ! By Terrie McClay !!!!",P,one better invest made plu got read niec book wind grass danc check aford terri mcclay,1,Positive
639,"I read to my husband every night from my kindle 2.  Its great, we get to enjoy books together, we talk about it during the day plus I have the app on my DROID so I just keep it updated and when were stuck at a Dr. Appt. I can quietly read to him.  Its good for both of our brains plus its like we have our own private book club!",P,read husband everi night kindl great get enjoy book togeth talk day plu app droid keep updat stuck dr appt quietli read good brain plu like privat book club,1,Positive
640,I am there,O,,1,Positive
641,"@Debbie: Id say the ease of managing kids & books at the same time  depends on what sorts of books youre trying to read. Slim novels would be easy enough to manage, but I suspect itd be tougher with a giant, pointy-cornered hardback. One of the things I love about the Kindle is that I can be confident it will fit in my purse, no matter what the physical dimensions would be of the books Im reading.",P,debbi id say eas manag kid book time depend sort book your tri read slim novel would easi enough manag suspect itd tougher giant pointi corner hardback one thing love kindl confid fit purs matter physic dimens would book im read,1,Positive
642,"I love my Kindle beyond words!  The only thing that would make it better would be letting us change the screensaver!  Honestly, some of the pics are downright creepy.",P,love kindl beyond word thing would make better would let us chang screensav honestli pic downright creepi,1,Positive
643,"My Kindle goes to the Dr.s office(when we have to wait long periods of time), on road trips, to conferences, everywhere I go except work (I am so addicted I would not get much work done). It is lightweight and I can read it in brightest sun or by lamplight.",N,kindl goe dr offic wait long period time road trip confer everywher go except work addict would get much work done lightweight read brightest sun lamplight,0,Negative
644,"I received my Kindle as a gift from my husband. At first, I felt a little awkward, but it is one of the best gifts I have ever received. I love my Kindle.",P,receiv kindl gift husband first felt littl awkward one best gift ever receiv love kindl,1,Positive
645," I received my Kindle as a gift and appreciate the thought. I have a large collection of books in my home, have always been an avid reader, and enjoy sharing and trading them. Its less expensive. The Kindle is good for travel or other situations where it may be easier than carrying a book. Im glad to see people actually discussing and  sharing their ideas. Yes its the kindle site but Im not an amazon rep restricted to advertising the product and avoiding discussion of its pros and cons.  It has many good points but theres room for improvement. This is a good place to voice concerns and suggestions from which other readers may benefit.  For me, reading for too long off the kindle gives me a headache and  the $12 clip on light mentioned by somebody causes glare on my screen and eyestrain  despite angle adjustments. The effects are similar to  staring at a computer screen at length. If anyone has suggestions on how to correct this, this forum is the place to do it.  My eye doctor told me to limit or quit using the kindle and she said she hears the same complaint from patients often. Perhaps there is another alternative. ",P,receiv kindl gift appreci thought larg collect book home alway avid reader enjoy share trade less expens kindl good travel situat may easier carri book im glad see peopl actual discuss share idea ye kindl site im amazon rep restrict advertis product avoid discuss pro con mani good point there room improv good place voic concern suggest reader may benefit read long kindl give headach clip light mention somebodi caus glare screen eyestrain despit angl adjust effect similar stare comput screen length anyon suggest correct forum place eye doctor told limit quit use kindl said hear complaint patient often perhap anoth altern,1,Positive
646,I got the first generation Kindle and loved and bought three more for the family. I just upgraded to the new Kindle WOW! Im never without it.,P,got first gener kindl love bought three famili upgrad new kindl wow im never without,1,Positive
647,I have a problem with my kindle.  The top third of the screen is distorted and I cant read anything on the top third.  What happended?,N,problem kindl top third screen distort cant read anyth top third happend,0,Negative
648,"I laughed when a friend said what she like most about her Kindle - ""I  can sit at the kitchen table, read a book and pick up my coffee cup with the other hand.  All at the same time!""",P,laugh friend said like kindl sit kitchen tabl read book pick coffe cup hand time,1,Positive
649,love my kindle can take it anywhere. its light weight and very convenit,P,love kindl take anywher light weight convenit,1,Positive
650,Love my Kindle...it goes everywhere,P,love kindl goe everywher,1,Positive
651,Wow!  I wish I could of posted a picture of my daughter and myself reading our kindles on a Mexico beach.  We were there for 10 days and I finished 3 books.   Glad I didnt have to pack those books with me!  The best part is when reading a series I can go online to the authors website and find out which book is next.  I still have a collection of books but I love my kindle:),P,wow wish could post pictur daughter read kindl mexico beach day finish book glad didnt pack book best part read seri go onlin author websit find book next still collect book love kindl,1,Positive
652,There should be a slot for a Kindle right in front of the TV set so maybe that darn machine would be intimidated into giving us something we really want to see!,P,slot kindl right front tv set mayb darn machin would intimid give us someth realli want see,0,Negative
653,My husband gave me one for Christmas and I absolutely LOVE it! He got me the 3G wiFi one.,P,husband gave one christma absolut love got g wifi one,1,Positive
654,"Hmmm, cant hold a paperback as well ?",P,hmmm cant hold paperback well,0,Negative
655,"Lois, its time to call Kindle customer service - 866-321-8851.  If youre still under warranty theyll probably replace it even if you dropped it - if not they might offer you $75 towards a new Kindle.",P,loi time call kindl custom servic your still warranti theyll probabl replac even drop might offer toward new kindl,0,Negative
656,I only had the Kindle since first of July and it has enabled me to read most of the historical books of the founders of this country for little or no cost. Kindle is a wonderful and bright new medium.,P,kindl sinc first juli enabl read histor book founder countri littl cost kindl wonder bright new medium,1,Positive
657,"Everyone knows that I have been a Kindle fan for ages.  I should be on the payroll, since Ive convinced dozens of my friends to buy their ereaders.  When we are traveling out of the country, its great to have tons of books on my Kindle.",P,everyon know kindl fan age payrol sinc ive convinc dozen friend buy eread travel countri great ton book kindl,1,Positive
658,I was soooo sitting in Starbucks this morning with a nursing/sleeping baby girl in my lap while reading my new novel on my Kindle. Love it!,P,soooo sit starbuck morn nurs sleep babi girl lap read new novel kindl love,1,Positive
659,My Kindle makes using the treadmill bearable!,O,kindl make use treadmil bearabl,1,Positive
660,going on the tredmill or bike really is great when I read on my kindle. I change the font to accomodate the distance and I go for nearly an hour without realizing it. Thank you kindle!,P,go tredmil bike realli great read kindl chang font accomod distanc go nearli hour without realiz thank kindl,0,Negative
661,Well done on the new updates .... i like them a lot,P,well done new updat like lot,1,Positive
662,The same is true when your cat wants some petting and you want to do a little reading.,O,true cat want pet want littl read,0,Negative
663,"They r great for moms w/ toddlers that get jealous + crinkle +rip pages out of PAPER books..+ for moms w/o sitters, it saves a trip to the bookstore w/ a tornado!",P,r great mom w toddler get jealou crinkl rip page paper book mom w sitter save trip bookstor w tornado,0,Negative
664,Not to mention the space it saves in small homes.,O,mention space save small home,1,Positive
665,Oh good to know. Thanks!,P,oh good know thank,1,Positive
666,"man, is there anything kindle CANT do?",O,man anyth kindl cant,0,Negative
667,I LOVE that feature. Just wish it did better going online to facebook. Just impossible!,P,love featur wish better go onlin facebook imposs,0,Negative
668,I LUV my Kindle....thank u Tara!!!!!!!,P,luv kindl thank u tara,1,Positive
669,"I LOVE that about my Kindle, now I dont have to stop and find the word in the dictionary!",P,love kindl dont stop find word dictionari,0,Negative
670,I love my Kindle.  ;),P,love kindl,1,Positive
671,This is one of my favorite features and I use it all the time!,P,one favorit featur use time,1,Positive
672,"i love this feature!  I also use it to see if Im right when ""guessing"" the definition of a word.  Very cool!",P,love featur also use see im right guess definit word cool,1,Positive
673,I love this feature!!!!!!!!!Got my Kindle for Christmas and it was the best gift ever!!!!!,P,love featur got kindl christma best gift ever,1,Positive
674,I love my Kindle too! :),P,love kindl,1,Positive
675,It really comes in handy!!!!,P,realli come handi,1,Positive
676,How ironic! I was just using that today! ,O,iron use today,0,Negative
677,Absolutely love my kindle. Wish I would of bought it sooner. But I waited and got the latest version. Those who love to read need to get one if they do not have one.,P,absolut love kindl wish would bought sooner wait got latest version love read need get one one,1,Positive
678,"nope, the kindle is great, now if i could just stay awake longer to read more.....love my kindle, best birthday present i ever bought myself",P,nope kindl great could stay awak longer read love kindl best birthday present ever bought,1,Positive
679,"Ive gotten so used to this feature that I instinctively search for it when reading a normal printed book. And then I think ""Aww shoot"".",O,ive gotten use featur instinct search read normal print book think aww shoot,0,Negative
680,Best purchase I ever made:),P,best purchas ever made,1,Positive
681,another reason to get a kindle it seems.,O,anoth reason get kindl seem,0,Negative
682,Thanks for the Tip!!  That sure is going to help!!  BTW I love my Kindle!,P,thank tip sure go help btw love kindl,1,Positive
683,YAYA no more having to stop reading and look it up in the diction on the kindle. Nice to know,P,yaya stop read look diction kindl nice know,1,Positive
684,"Thanks for the tip, I just got my Kindle today...",O,thank tip got kindl today,1,Positive
685,Best gift my husband bought this christmas!!! I LOVE IT,P,best gift husband bought christma love,1,Positive
686,I use the dictionary quite a bit. Dont know who uses some of these words. Love my kindle!!!,P,use dictionari quit bit dont know use word love kindl,1,Positive
687,"I luv the Kindle, but the reality of the dictionary is that when it is really needed it is useless. A native English speaker should need it for the most esoteric words, and they are the very ones about which the dictionary stays mum.",O,luv kindl realiti dictionari realli need useless nativ english speaker need esoter word one dictionari stay mum,0,Negative
688,"that tip does not work well with other languages btw. I installed a French dictionnary, but as soon as a word is plural, or feminine, instead of the standard entry in the dictionary, it no longer works. Very disappointing.",P,tip work well languag btw instal french dictionnari soon word plural feminin instead standard entri dictionari longer work disappoint,0,Negative
689,If only.the kindle was back lit!,O,kindl back lit,0,Negative
690,"I luv the Kindle, but the reality of the dictionary is that when it is really needed it is useless. A native English speaker should need it for the most esoteric words, and they are the very ones about which the dictionary stays mum.",O,luv kindl realiti dictionari realli need useless nativ english speaker need esoter word one dictionari stay mum,0,Negative
691,"that tip does not work well with other languages btw. I installed a French dictionnary, but as soon as a word is plural, or feminine, instead of the standard entry in the dictionary, it no longer works. Very disappointing.",P,tip work well languag btw instal french dictionnari soon word plural feminin instead standard entri dictionari longer work disappoint,0,Negative
692,If only.the kindle was back lit!,O,kindl back lit,0,Negative
693,"I havent used that feature much, but its nice to have when I do need it.  LOVE LOVE LOVE my Kindle, and my family who gave it to me for Christmas, thanks again, you guys are the BEST ever!",P,havent use featur much nice need love love love kindl famili gave christma thank guy best ever,1,Positive
